num_prior_defaults,identity_verification_passed,device_fingerprint_match,application_velocity_24h,income_to_loan_ratio,account_age_days,employment_type,repayment_method,geo_risk_score,previous_loan_count,application_hour,mobile_os,marketing_campaign_id,label
1,1,0,3,1.66,28,unemployed,bank_transfer,0.724,0,5,iOS,C1,Non-fraud
0,1,0,1,1.053,15,self-employed,e-wallet,0.659,1,13,Android,C5,Non-fraud
1,1,1,0,2.169,58,salaried,bank_transfer,0.239,0,2,Android,C2,Non-fraud
2,0,0,4,1.413,175,salaried,cash_agent,0.646,1,12,Android,C1,Non-fraud
1,1,1,0,1.489,27,unemployed,e-wallet,0.558,1,22,iOS,C3,Non-fraud
1,1,1,0,1.968,79,salaried,bank_transfer,0.2,0,6,Android,C1,Non-fraud
3,1,0,8,1.123,14,unemployed,e-wallet,0.353,0,1,iOS,C6,Fraud
0,1,1,1,1.412,43,salaried,bank_transfer,0.377,0,23,iOS,C1,Non-fraud
2,1,1,4,1.369,18,self-employed,bank_transfer,0.437,0,9,iOS,C6,Fraud
0,1,0,0,1.773,17,salaried,e-wallet,0.584,1,2,Android,C2,Non-fraud
0,1,1,0,1.497,51,salaried,e-wallet,0.146,1,22,Android,C4,Non-fraud
0,1,0,3,1.437,25,salaried,e-wallet,0.714,0,8,Android,C5,Non-fraud
1,0,0,5,0.606,8,unemployed,e-wallet,0.568,0,18,iOS,C6,Fraud
3,0,0,8,0.251,13,salaried,e-wallet,0.775,0,3,Android,C2,Fraud
1,0,0,2,0.055,25,unemployed,bank_transfer,0.591,0,20,iOS,C1,Fraud
2,1,0,1,0.816,17,unemployed,e-wallet,0.52,0,6,Android,C2,Non-fraud
1,1,1,2,1.065,18,unemployed,bank_transfer,0.346,0,5,iOS,C1,Fraud
2,1,1,2,0.895,16,salaried,bank_transfer,0.187,1,12,Android,C2,Fraud
1,0,0,1,1.254,74,self-employed,bank_transfer,0.653,1,0,Android,C1,Fraud
0,1,1,2,1.456,20,self-employed,cash_agent,0.42,1,8,iOS,C3,Non-fraud
4,1,1,1,0.489,19,self-employed,bank_transfer,0.731,1,1,Android,C2,Fraud
0,0,0,2,1.381,50,self-employed,cash_agent,0.586,1,1,Android,C1,Non-fraud
0,1,0,0,1.802,27,self-employed,bank_transfer,0.076,1,13,Android,C2,Non-fraud
3,1,0,3,1.041,20,salaried,cash_agent,0.606,0,2,Android,C3,Non-fraud
1,0,0,11,1.009,63,salaried,bank_transfer,0.712,0,1,iOS,C3,Fraud
2,1,1,2,0.486,9,unemployed,e-wallet,0.481,0,15,Android,C1,Fraud
0,0,1,0,1.533,36,self-employed,bank_transfer,0.194,1,9,iOS,C1,Non-fraud
4,1,1,9,0.05,5,unemployed,cash_agent,0.586,0,15,iOS,C5,Fraud
0,1,1,0,1.95,61,salaried,bank_transfer,0.42,4,7,iOS,C3,Non-fraud
1,0,0,6,0.133,8,unemployed,bank_transfer,0.45,1,6,Android,C4,Fraud
0,1,1,0,1.288,45,self-employed,e-wallet,0.159,1,13,Android,C6,Fraud
4,0,0,2,0.285,16,unemployed,e-wallet,0.401,0,23,Android,C1,Fraud
3,1,0,2,1.466,22,self-employed,cash_agent,0.303,0,3,Android,C6,Non-fraud
0,0,0,4,1.23,16,unemployed,e-wallet,0.588,0,17,Android,C5,Fraud
0,0,1,2,1.715,54,salaried,cash_agent,0.729,0,0,Android,C5,Fraud
2,1,1,1,0.647,34,unemployed,bank_transfer,0.332,1,20,Android,C2,Fraud
1,0,1,1,0.806,22,self-employed,e-wallet,0.266,1,4,Android,C1,Fraud
3,1,1,0,0.95,14,self-employed,e-wallet,0.191,0,0,iOS,C5,Fraud
4,0,0,3,0.16,11,unemployed,bank_transfer,0.275,0,8,Android,C5,Fraud
1,0,1,2,1.157,18,unemployed,cash_agent,0.572,0,19,iOS,C6,Fraud
2,1,1,4,1.196,11,self-employed,e-wallet,0.804,0,16,Android,C4,Fraud
0,1,0,2,1.761,42,salaried,cash_agent,0.638,0,16,iOS,C6,Non-fraud
0,0,1,8,1.232,88,self-employed,e-wallet,0.766,1,18,iOS,C6,Fraud
2,1,1,3,1.984,62,salaried,e-wallet,0.221,1,15,Android,C6,Fraud
5,0,0,16,0.05,9,unemployed,cash_agent,0.829,0,21,Android,C2,Fraud
0,1,0,1,1.597,19,self-employed,bank_transfer,0.389,1,2,iOS,C5,Non-fraud
0,0,1,0,1.655,23,salaried,e-wallet,0.458,1,13,Android,C1,Non-fraud
4,1,0,10,0.05,6,unemployed,e-wallet,0.567,0,17,Android,C5,Fraud
0,1,0,4,1.654,14,self-employed,cash_agent,0.364,0,10,Android,C4,Fraud
1,0,1,3,0.855,13,unemployed,cash_agent,0.494,1,5,iOS,C6,Fraud
0,1,1,1,1.255,12,self-employed,bank_transfer,0.33,1,18,iOS,C5,Non-fraud
7,1,1,5,0.702,36,self-employed,cash_agent,0.743,1,14,iOS,C4,Fraud
0,0,1,1,1.49,23,self-employed,e-wallet,0.398,0,5,Android,C1,Fraud
0,0,1,10,0.789,28,self-employed,cash_agent,0.421,0,22,iOS,C6,Fraud
0,0,1,2,1.279,44,unemployed,bank_transfer,0.593,2,18,Android,C2,Non-fraud
2,0,1,1,1.542,48,salaried,e-wallet,0.233,0,21,iOS,C4,Fraud
4,0,0,10,0.994,66,self-employed,cash_agent,0.738,0,14,Android,C5,Fraud
3,0,0,8,1.103,78,salaried,cash_agent,0.801,0,23,Android,C3,Fraud
1,0,1,1,1.392,21,self-employed,cash_agent,0.18,0,8,Android,C3,Fraud
0,1,0,1,0.863,12,unemployed,e-wallet,0.493,1,14,Android,C3,Fraud
2,0,0,1,0.207,19,unemployed,e-wallet,0.584,0,21,Android,C1,Fraud
2,1,0,0,0.546,21,unemployed,bank_transfer,0.258,0,3,iOS,C1,Fraud
2,1,0,0,1.7,25,salaried,bank_transfer,0.474,1,16,Android,C6,Non-fraud
2,0,0,3,0.925,42,self-employed,e-wallet,0.647,0,7,Android,C3,Fraud
2,1,1,2,1.955,38,self-employed,bank_transfer,0.556,1,18,Android,C3,Fraud
3,0,0,1,0.472,37,unemployed,e-wallet,0.456,1,10,iOS,C3,Fraud
1,0,0,1,1.375,31,self-employed,e-wallet,0.735,0,5,iOS,C2,Fraud
0,1,0,0,1.473,31,unemployed,bank_transfer,0.705,1,20,Android,C4,Non-fraud
3,0,0,7,1.344,52,self-employed,cash_agent,0.368,1,20,iOS,C5,Fraud
0,1,1,0,2.518,68,self-employed,e-wallet,0.493,0,13,Android,C5,Non-fraud
1,0,0,2,1.132,16,self-employed,e-wallet,0.774,1,15,Android,C4,Fraud
2,0,0,4,0.05,7,unemployed,bank_transfer,0.644,0,5,Android,C1,Fraud
0,1,1,0,1.593,20,self-employed,bank_transfer,0.208,0,15,Android,C1,Non-fraud
0,0,0,2,0.221,3,unemployed,e-wallet,0.71,1,0,iOS,C2,Fraud
3,0,1,1,1.283,19,self-employed,bank_transfer,0.527,1,10,Android,C3,Fraud
0,1,1,0,2.277,94,salaried,e-wallet,0.398,1,3,iOS,C1,Non-fraud
0,1,1,0,1.727,16,self-employed,cash_agent,0.404,0,7,iOS,C1,Non-fraud
1,0,1,3,1.058,39,unemployed,bank_transfer,0.562,0,12,iOS,C2,Fraud
1,1,1,2,2.237,212,self-employed,bank_transfer,0.117,0,2,iOS,C5,Fraud
0,1,1,0,1.544,19,self-employed,bank_transfer,0.192,0,17,Android,C4,Non-fraud
1,1,0,2,1.171,25,self-employed,bank_transfer,0.291,0,13,Android,C2,Non-fraud
0,1,1,0,1.414,96,self-employed,bank_transfer,0.427,0,15,Android,C5,Non-fraud
3,0,0,6,0.403,32,self-employed,e-wallet,0.422,0,17,Android,C5,Fraud
2,0,1,5,0.448,16,unemployed,e-wallet,0.549,0,16,iOS,C2,Fraud
1,0,0,9,0.66,38,self-employed,cash_agent,0.729,0,14,Android,C2,Fraud
1,0,0,0,0.881,26,unemployed,cash_agent,0.357,0,5,Android,C1,Fraud
1,0,1,3,0.486,31,unemployed,e-wallet,0.692,0,0,Android,C3,Fraud
0,0,1,1,1.114,31,self-employed,bank_transfer,0.58,0,1,iOS,C5,Non-fraud
0,0,1,3,1.123,42,salaried,e-wallet,0.3,1,8,iOS,C5,Fraud
0,0,1,0,1.769,14,self-employed,bank_transfer,0.302,0,21,iOS,C2,Non-fraud
2,0,0,4,0.064,77,unemployed,e-wallet,0.513,0,11,Android,C2,Fraud
0,1,1,1,1.99,35,self-employed,bank_transfer,0.615,1,22,Android,C6,Non-fraud
0,1,1,1,0.882,12,self-employed,bank_transfer,0.358,1,19,iOS,C4,Non-fraud
0,1,1,2,1.484,23,self-employed,bank_transfer,0.206,0,23,iOS,C4,Non-fraud
0,0,0,4,0.791,11,unemployed,bank_transfer,0.245,1,20,Android,C6,Fraud
0,0,1,4,0.829,10,unemployed,bank_transfer,0.288,1,5,iOS,C2,Fraud
2,1,1,0,1.309,11,unemployed,e-wallet,0.152,0,10,iOS,C2,Fraud
2,0,0,4,0.133,11,unemployed,bank_transfer,0.466,0,18,Android,C6,Fraud
0,1,1,0,2.26,102,salaried,e-wallet,0.576,1,23,Android,C6,Non-fraud
0,0,0,5,0.813,51,self-employed,bank_transfer,0.368,0,22,Android,C2,Non-fraud
0,1,0,1,1.276,43,salaried,bank_transfer,0.272,0,6,Android,C5,Non-fraud
1,0,0,4,0.865,96,self-employed,e-wallet,0.753,1,16,Android,C4,Fraud
6,0,0,5,0.817,35,salaried,cash_agent,0.461,0,0,iOS,C6,Fraud
0,1,1,1,2.557,105,salaried,bank_transfer,0.226,2,6,Android,C5,Non-fraud
0,0,1,0,0.965,77,unemployed,bank_transfer,0.412,0,13,Android,C4,Non-fraud
2,1,1,3,1.372,11,salaried,bank_transfer,0.276,1,6,Android,C5,Fraud
5,0,0,16,0.389,8,salaried,e-wallet,0.754,0,1,Android,C6,Fraud
0,0,0,1,1.186,93,self-employed,e-wallet,0.484,1,5,Android,C6,Non-fraud
1,0,0,1,1.086,38,self-employed,bank_transfer,0.256,1,15,Android,C4,Fraud
1,1,1,0,2.33,72,self-employed,cash_agent,0.737,1,2,Android,C1,Non-fraud
1,0,0,13,0.984,19,unemployed,bank_transfer,0.586,0,19,Android,C6,Fraud
0,1,1,0,1.731,21,salaried,e-wallet,0.776,0,9,iOS,C1,Non-fraud
0,0,0,3,1.096,23,self-employed,bank_transfer,0.68,1,5,Android,C1,Fraud
0,1,1,0,1.688,22,salaried,bank_transfer,0.408,0,15,Android,C1,Non-fraud
0,1,1,0,3.184,126,salaried,bank_transfer,0.566,2,12,Android,C4,Fraud
4,0,0,7,0.897,29,self-employed,cash_agent,0.618,0,14,Android,C5,Fraud
1,1,0,1,1.496,43,salaried,e-wallet,0.388,2,14,Android,C6,Non-fraud
0,1,0,1,1.335,27,self-employed,bank_transfer,0.246,0,18,iOS,C4,Fraud
3,0,1,6,0.933,25,self-employed,e-wallet,0.514,0,15,Android,C1,Fraud
3,0,0,5,1.275,60,self-employed,e-wallet,0.308,1,5,iOS,C4,Fraud
5,0,1,9,0.489,16,unemployed,e-wallet,0.581,2,3,Android,C4,Fraud
2,0,1,1,1.355,27,salaried,bank_transfer,0.276,0,5,iOS,C1,Fraud
0,1,0,1,1.366,82,self-employed,e-wallet,0.369,1,4,Android,C6,Non-fraud
0,0,1,1,1.888,144,salaried,e-wallet,0.859,1,16,Android,C1,Fraud
0,1,1,1,2.835,28,salaried,bank_transfer,0.213,2,6,iOS,C4,Non-fraud
2,1,0,0,1.142,13,unemployed,cash_agent,0.842,1,16,iOS,C1,Fraud
3,1,1,2,0.371,14,unemployed,bank_transfer,0.44,0,2,Android,C4,Fraud
6,0,0,8,0.306,25,unemployed,bank_transfer,0.285,0,15,iOS,C6,Fraud
1,1,1,3,0.881,12,salaried,cash_agent,0.392,2,0,Android,C6,Non-fraud
0,1,1,0,1.283,17,unemployed,e-wallet,0.13,1,8,iOS,C3,Non-fraud
1,0,0,4,0.549,8,unemployed,e-wallet,0.37,0,20,Android,C6,Fraud
2,1,1,1,1.654,40,salaried,e-wallet,0.814,0,21,iOS,C1,Fraud
0,0,0,9,0.273,12,unemployed,bank_transfer,0.094,0,22,Android,C6,Fraud
1,0,1,3,0.43,10,unemployed,e-wallet,0.568,0,8,Android,C5,Fraud
1,1,1,3,1.427,16,salaried,bank_transfer,0.361,0,12,Android,C4,Non-fraud
0,1,0,0,1.349,71,salaried,e-wallet,0.177,2,17,Android,C1,Non-fraud
2,0,0,0,1.238,80,salaried,e-wallet,0.268,0,10,iOS,C4,Fraud
2,0,1,13,0.21,26,unemployed,cash_agent,0.769,0,18,Android,C3,Fraud
2,1,0,0,0.881,75,unemployed,e-wallet,0.321,1,5,Android,C2,Non-fraud
0,1,1,3,0.982,19,unemployed,bank_transfer,0.595,0,17,Android,C3,Non-fraud
1,1,1,0,2.214,89,salaried,bank_transfer,0.187,0,20,iOS,C6,Non-fraud
7,0,0,15,0.05,3,unemployed,bank_transfer,0.359,0,4,Android,C4,Fraud
2,0,0,2,0.784,8,unemployed,e-wallet,0.572,0,13,Android,C5,Fraud
0,1,1,1,1.717,25,self-employed,e-wallet,0.643,0,2,iOS,C2,Non-fraud
0,1,0,2,0.837,27,unemployed,bank_transfer,0.168,0,23,Android,C4,Non-fraud
0,0,0,1,2.413,28,salaried,bank_transfer,0.475,1,11,Android,C6,Non-fraud
4,1,0,14,0.05,5,unemployed,e-wallet,0.841,0,15,Android,C6,Fraud
0,1,1,0,2.481,54,salaried,bank_transfer,0.241,3,6,iOS,C3,Non-fraud
2,0,1,2,1.896,60,salaried,bank_transfer,0.622,1,12,Android,C2,Fraud
0,1,1,1,2.64,146,unemployed,bank_transfer,0.156,0,5,iOS,C2,Non-fraud
5,1,0,12,0.574,13,unemployed,cash_agent,0.586,0,0,Android,C1,Fraud
1,1,1,4,1.277,38,salaried,bank_transfer,0.509,2,9,Android,C2,Non-fraud
0,0,1,1,1.331,20,salaried,bank_transfer,0.422,1,1,Android,C4,Non-fraud
1,0,0,0,0.927,65,salaried,e-wallet,0.657,0,18,Android,C1,Fraud
2,1,1,10,0.845,40,self-employed,bank_transfer,0.7,0,21,iOS,C5,Fraud
1,1,1,1,1.385,37,self-employed,bank_transfer,0.482,1,7,Android,C3,Non-fraud
2,1,0,3,1.529,25,salaried,bank_transfer,0.395,2,5,Android,C2,Non-fraud
1,0,1,1,1.127,24,unemployed,bank_transfer,0.689,1,5,Android,C5,Fraud
8,0,0,15,0.05,53,unemployed,e-wallet,0.592,1,17,iOS,C3,Fraud
1,0,1,4,1.178,21,unemployed,bank_transfer,0.893,0,6,iOS,C2,Fraud
0,1,1,0,1.883,20,salaried,bank_transfer,0.106,1,20,Android,C3,Non-fraud
1,0,1,5,0.895,80,unemployed,cash_agent,0.729,1,23,iOS,C3,Fraud
0,0,1,13,0.425,56,self-employed,e-wallet,0.883,0,2,iOS,C1,Fraud
1,1,1,1,1.677,25,salaried,bank_transfer,0.455,1,23,Android,C3,Non-fraud
8,0,0,16,0.831,44,self-employed,cash_agent,0.331,0,19,Android,C3,Fraud
2,1,0,1,0.727,12,self-employed,cash_agent,0.585,0,5,Android,C3,Fraud
2,0,0,1,0.337,45,unemployed,cash_agent,0.555,0,2,Android,C1,Fraud
0,0,1,2,0.94,19,unemployed,bank_transfer,0.665,0,1,Android,C5,Non-fraud
1,1,1,2,1.701,68,salaried,e-wallet,0.744,2,18,Android,C1,Non-fraud
0,1,1,0,2.275,38,salaried,bank_transfer,0.402,0,15,Android,C1,Non-fraud
0,0,1,1,1.75,18,self-employed,bank_transfer,0.531,0,20,Android,C1,Non-fraud
0,1,1,0,2.439,57,self-employed,bank_transfer,0.502,0,13,iOS,C4,Non-fraud
1,0,0,13,0.438,12,unemployed,e-wallet,0.434,0,7,Android,C5,Fraud
0,1,1,1,2.11,61,unemployed,bank_transfer,0.211,1,21,Android,C6,Non-fraud
3,0,1,0,1.422,23,salaried,e-wallet,0.48,0,12,Android,C4,Fraud
2,0,1,5,0.744,29,self-employed,bank_transfer,0.64,0,4,Android,C3,Fraud
2,0,0,5,0.9,13,self-employed,e-wallet,0.624,0,22,Android,C2,Fraud
1,0,1,2,1.236,37,self-employed,e-wallet,0.802,0,21,iOS,C2,Fraud
2,1,1,6,1.513,18,unemployed,e-wallet,0.506,0,14,Android,C6,Non-fraud
1,1,1,2,1.899,154,self-employed,bank_transfer,0.187,2,19,Android,C6,Non-fraud
0,0,1,1,1.629,112,salaried,cash_agent,0.915,2,0,iOS,C3,Fraud
1,0,1,0,0.736,10,salaried,bank_transfer,0.843,0,12,Android,C2,Fraud
0,0,0,1,1.78,36,self-employed,bank_transfer,0.724,3,17,Android,C5,Fraud
1,1,1,0,1.913,47,self-employed,bank_transfer,0.159,0,0,Android,C5,Non-fraud
1,1,1,0,1.038,22,unemployed,bank_transfer,0.099,0,23,Android,C1,Non-fraud
1,0,1,7,1.172,7,self-employed,bank_transfer,0.422,0,0,Android,C5,Fraud
7,1,0,9,0.05,8,unemployed,e-wallet,0.208,0,5,Android,C5,Fraud
4,0,0,4,0.117,30,self-employed,cash_agent,0.76,0,21,iOS,C2,Fraud
0,1,1,0,1.088,72,salaried,bank_transfer,0.798,1,15,Android,C4,Non-fraud
1,0,0,8,1.095,21,self-employed,e-wallet,0.735,0,12,Android,C6,Fraud
1,0,0,4,1.436,33,unemployed,bank_transfer,0.503,0,3,iOS,C5,Non-fraud
4,0,1,5,0.446,18,unemployed,bank_transfer,0.469,0,8,iOS,C3,Fraud
4,0,1,1,0.816,17,unemployed,e-wallet,0.23,0,8,iOS,C2,Non-fraud
1,1,1,0,1.15,39,salaried,bank_transfer,0.316,1,21,iOS,C2,Non-fraud
0,0,0,3,1.5,36,self-employed,bank_transfer,0.739,0,10,Android,C6,Fraud
3,0,1,4,0.957,40,unemployed,e-wallet,0.718,1,12,iOS,C4,Fraud
4,0,0,8,0.359,13,unemployed,cash_agent,0.188,0,13,iOS,C5,Fraud
0,1,1,1,1.361,32,self-employed,e-wallet,0.368,0,22,iOS,C1,Non-fraud
1,0,0,4,1.034,14,unemployed,cash_agent,0.322,1,0,Android,C6,Fraud
2,0,0,1,1.278,38,self-employed,bank_transfer,0.578,0,1,iOS,C2,Fraud
0,0,0,7,0.74,31,unemployed,e-wallet,0.616,0,23,Android,C1,Fraud
3,0,0,11,0.817,21,salaried,cash_agent,0.892,0,14,Android,C1,Fraud
0,1,1,0,2.057,118,salaried,e-wallet,0.169,2,16,Android,C1,Fraud
0,1,1,0,2.898,21,salaried,bank_transfer,0.112,1,13,Android,C2,Non-fraud
0,0,0,4,1.495,56,unemployed,bank_transfer,0.884,2,19,iOS,C2,Fraud
1,1,1,3,1.936,268,salaried,bank_transfer,0.456,3,7,iOS,C5,Non-fraud
0,1,1,1,1.747,19,self-employed,bank_transfer,0.638,0,23,Android,C5,Non-fraud
2,0,1,4,0.663,54,self-employed,e-wallet,0.801,0,5,iOS,C6,Fraud
1,1,1,3,1.086,56,self-employed,bank_transfer,0.505,1,3,iOS,C6,Fraud
0,1,1,0,2.321,30,self-employed,bank_transfer,0.207,0,12,Android,C1,Non-fraud
0,0,1,0,1.494,78,salaried,e-wallet,0.736,1,22,iOS,C2,Fraud
5,0,1,4,0.05,8,unemployed,bank_transfer,0.231,0,5,Android,C4,Fraud
1,1,1,2,1.437,80,salaried,bank_transfer,0.199,1,9,Android,C2,Non-fraud
0,1,1,4,1.165,20,unemployed,bank_transfer,0.459,1,8,Android,C6,Non-fraud
1,1,1,0,0.405,6,unemployed,bank_transfer,0.183,0,21,Android,C5,Non-fraud
2,0,0,1,1.842,8,self-employed,bank_transfer,0.546,0,20,Android,C4,Fraud
1,0,0,2,1.109,46,self-employed,e-wallet,0.768,2,19,Android,C4,Fraud
2,1,1,1,1.672,19,self-employed,bank_transfer,0.409,0,14,iOS,C6,Fraud
0,0,0,16,0.05,13,unemployed,cash_agent,0.814,0,10,Android,C3,Fraud
2,0,1,0,1.516,53,self-employed,bank_transfer,0.584,0,5,Android,C4,Fraud
0,1,0,0,1.444,10,unemployed,e-wallet,0.558,0,21,Android,C4,Fraud
3,0,0,5,0.808,47,unemployed,e-wallet,0.523,2,9,Android,C5,Fraud
0,1,1,0,2.389,181,salaried,bank_transfer,0.411,4,10,iOS,C6,Non-fraud
1,1,0,0,1.255,10,unemployed,bank_transfer,0.049,2,6,Android,C1,Fraud
1,0,1,3,1.507,38,unemployed,cash_agent,0.861,0,16,iOS,C3,Fraud
0,1,0,1,1.918,73,self-employed,bank_transfer,0.341,0,16,Android,C4,Non-fraud
1,0,0,0,0.54,8,unemployed,bank_transfer,0.216,0,18,Android,C2,Fraud
0,1,1,0,2.306,20,self-employed,bank_transfer,0.102,2,3,iOS,C3,Non-fraud
1,1,0,0,2.072,34,salaried,bank_transfer,0.457,0,22,iOS,C5,Non-fraud
0,0,0,6,1.104,26,unemployed,e-wallet,0.298,1,17,Android,C5,Fraud
5,0,1,8,1.291,126,salaried,e-wallet,0.218,2,3,Android,C2,Fraud
2,1,0,1,0.572,23,self-employed,e-wallet,0.446,1,1,Android,C3,Fraud
1,1,1,1,1.81,14,self-employed,bank_transfer,0.352,0,18,Android,C4,Non-fraud
2,0,0,4,0.737,14,self-employed,e-wallet,0.681,1,20,Android,C3,Fraud
1,0,1,0,1.953,63,unemployed,bank_transfer,0.15,1,7,iOS,C2,Fraud
5,0,1,0,0.275,15,self-employed,bank_transfer,0.158,0,6,iOS,C4,Fraud
2,1,1,8,0.909,21,unemployed,e-wallet,0.594,0,7,Android,C3,Fraud
1,1,1,0,1.464,28,unemployed,bank_transfer,0.192,2,16,Android,C6,Fraud
1,1,0,2,1.753,114,salaried,bank_transfer,0.185,1,20,Android,C3,Non-fraud
1,0,1,0,0.859,10,unemployed,bank_transfer,0.176,0,20,Android,C6,Fraud
1,0,0,10,1.117,82,salaried,cash_agent,0.884,0,17,Android,C4,Fraud
0,0,1,2,2.105,29,salaried,bank_transfer,0.551,0,4,iOS,C5,Non-fraud
3,0,0,1,1.275,20,self-employed,bank_transfer,0.44,2,8,Android,C4,Non-fraud
1,1,1,0,1.632,37,self-employed,e-wallet,0.548,0,5,Android,C5,Non-fraud
0,1,0,9,0.308,1,unemployed,e-wallet,0.29,0,7,iOS,C6,Fraud
4,0,0,2,0.884,32,self-employed,cash_agent,0.511,0,7,Android,C4,Non-fraud
2,0,0,3,1.467,31,self-employed,bank_transfer,0.756,2,21,Android,C4,Fraud
1,0,0,2,0.918,39,unemployed,cash_agent,0.39,1,18,Android,C5,Fraud
1,0,1,1,1.147,27,self-employed,e-wallet,0.233,0,19,iOS,C3,Fraud
1,0,1,1,1.343,33,self-employed,bank_transfer,0.481,1,7,iOS,C4,Fraud
1,1,1,0,2.16,70,salaried,e-wallet,0.208,1,17,iOS,C6,Non-fraud
0,1,1,0,2.052,109,salaried,bank_transfer,0.567,2,4,Android,C6,Non-fraud
0,1,1,0,2.082,83,salaried,bank_transfer,0.51,4,17,iOS,C5,Fraud
1,0,1,2,1.608,30,self-employed,bank_transfer,0.083,1,8,iOS,C6,Non-fraud
0,1,1,0,1.906,26,self-employed,bank_transfer,0.292,2,6,Android,C6,Non-fraud
0,1,1,0,1.018,41,self-employed,bank_transfer,0.101,0,10,iOS,C1,Non-fraud
1,1,1,0,1.683,54,salaried,bank_transfer,0.263,1,5,iOS,C3,Non-fraud
1,0,1,1,1.487,32,self-employed,bank_transfer,0.652,1,16,iOS,C4,Non-fraud
1,1,1,0,1.549,8,unemployed,bank_transfer,0.164,1,1,Android,C2,Non-fraud
0,1,1,0,1.448,18,self-employed,bank_transfer,0.223,0,13,Android,C6,Non-fraud
0,1,1,0,1.622,30,self-employed,bank_transfer,0.24,1,15,Android,C1,Non-fraud
2,0,0,17,0.05,16,unemployed,bank_transfer,0.542,0,14,Android,C6,Fraud
3,0,1,9,0.482,20,self-employed,e-wallet,0.476,0,6,iOS,C5,Fraud
2,1,0,2,1.85,18,salaried,bank_transfer,0.261,2,0,Android,C5,Non-fraud
2,1,1,0,2.226,147,salaried,e-wallet,0.803,1,8,iOS,C2,Fraud
2,1,1,2,1.886,175,salaried,bank_transfer,0.327,2,23,iOS,C5,Fraud
3,0,0,17,0.224,15,unemployed,e-wallet,0.729,0,7,Android,C5,Fraud
0,1,1,1,2.004,50,salaried,e-wallet,0.144,2,18,Android,C6,Non-fraud
0,1,0,0,1.043,15,self-employed,e-wallet,0.551,0,5,Android,C2,Non-fraud
6,0,0,8,0.221,9,self-employed,e-wallet,0.826,0,5,Android,C3,Fraud
0,1,1,0,2.324,62,self-employed,bank_transfer,0.494,1,9,iOS,C6,Non-fraud
1,1,1,0,1.866,62,salaried,bank_transfer,0.108,3,15,Android,C3,Non-fraud
1,1,1,1,1.698,101,self-employed,e-wallet,0.649,1,14,Android,C2,Non-fraud
2,0,1,0,1.596,61,salaried,e-wallet,0.522,1,20,Android,C3,Fraud
4,0,0,11,0.867,54,self-employed,bank_transfer,0.366,0,6,Android,C6,Fraud
1,0,0,8,1.2,37,self-employed,e-wallet,0.695,0,9,iOS,C6,Fraud
2,0,0,7,1.183,38,unemployed,cash_agent,0.78,0,3,Android,C6,Fraud
0,0,0,0,1.408,14,self-employed,bank_transfer,0.305,0,18,Android,C5,Non-fraud
1,0,0,4,1.472,60,salaried,e-wallet,0.648,1,4,iOS,C5,Fraud
1,0,1,2,0.651,54,self-employed,cash_agent,0.663,1,8,Android,C1,Fraud
0,0,1,0,1.566,158,salaried,bank_transfer,0.601,5,23,Android,C6,Non-fraud
2,1,0,0,1.503,17,self-employed,e-wallet,0.475,0,21,Android,C4,Non-fraud
0,1,1,0,1.782,8,salaried,bank_transfer,0.142,0,8,Android,C2,Non-fraud
1,1,0,2,0.955,32,self-employed,cash_agent,0.517,0,10,iOS,C3,Non-fraud
1,0,0,1,0.862,12,self-employed,e-wallet,0.308,0,17,iOS,C1,Fraud
1,1,0,0,0.879,24,unemployed,bank_transfer,0.353,0,8,Android,C1,Non-fraud
1,1,0,2,1.332,60,salaried,e-wallet,0.829,1,18,iOS,C2,Non-fraud
1,0,1,5,0.632,30,salaried,bank_transfer,0.575,2,10,Android,C4,Fraud
1,0,0,1,0.537,11,unemployed,e-wallet,0.342,0,5,Android,C1,Fraud
1,1,1,0,0.914,21,self-employed,bank_transfer,0.054,0,3,iOS,C4,Fraud
3,1,1,9,0.979,27,self-employed,cash_agent,0.5,1,22,iOS,C6,Fraud
1,1,1,2,0.81,19,self-employed,cash_agent,0.64,0,1,Android,C4,Fraud
0,1,0,0,1.735,12,self-employed,e-wallet,0.385,0,23,Android,C6,Fraud
6,1,0,5,0.868,20,self-employed,e-wallet,0.5,2,20,Android,C4,Fraud
0,1,1,2,1.622,91,salaried,e-wallet,0.595,1,15,Android,C6,Non-fraud
3,1,0,2,0.654,47,unemployed,e-wallet,0.372,0,2,Android,C5,Fraud
1,1,1,0,1.677,20,self-employed,cash_agent,0.198,0,23,Android,C3,Non-fraud
0,1,1,0,1.857,57,salaried,bank_transfer,0.113,1,15,iOS,C3,Non-fraud
1,1,0,2,1.461,81,salaried,bank_transfer,0.347,1,16,Android,C4,Non-fraud
2,1,1,6,1.54,137,salaried,cash_agent,0.707,2,11,Android,C4,Fraud
2,0,1,1,1.047,36,unemployed,bank_transfer,0.623,2,22,iOS,C1,Fraud
2,1,0,2,1.241,7,self-employed,bank_transfer,0.545,1,9,Android,C1,Fraud
2,0,0,1,1.199,38,self-employed,e-wallet,0.297,0,2,iOS,C6,Fraud
0,0,1,0,2.014,59,self-employed,bank_transfer,0.407,1,10,iOS,C2,Non-fraud
0,1,1,1,1.252,88,self-employed,bank_transfer,0.251,0,7,Android,C5,Non-fraud
1,1,0,2,1.4,17,unemployed,bank_transfer,0.498,0,18,Android,C1,Non-fraud
